USRID	RST
92595	0.0114560923
4572	0.0116139443
64470	0.0281244989
68958	0.0342833446
8839	0.0100280023
15106	0.010671561
28227	0.011552721650000002
76977	0.0309053044
87072	0.04257990540000001
40428	0.021147167
88271	0.021147167
46501	0.0639303116
83325	0.0315117596
66548	0.020839321100000002
20169	0.012097791900000002
72567	0.012356502100000001
15100	0.22650079700000003
88834	0.0205672102
43478	0.1744915494
50283	0.08934776670000001
54729	0.045914430400000004
51280	0.014343538999999999
5185	0.13292888760000002
29181	0.1248434178
36725	0.0228388114
6332	0.079685185
43184	0.012456467
43492	0.0097863712
78130	0.114878793
39970	0.0370490916
26707	0.012443966050000001
95747	0.012443966050000001
32000	0.0648089656
29563	0.024062161800000006
1214	0.0373261909
95532	0.0166214517
30997	0.0118801147
41483	0.0096922842
91485	0.0183674666
34268	0.012639372950000002
68362	0.010756917299999998
51303	0.0103121108
23150	0.0166692759
72173	0.013862615550000002
78361	0.014228780299999999
14681	0.0310594461
54870	0.0123760403
78692	0.0218232524
82177	0.025015746400000004
91667	0.0157451195
97707	0.06049414460000001
33785	0.023302698900000002
40002	0.0406946464
68601	0.0237561178
69208	0.035908750200000006
20045	0.037506700000000004
35513	0.043510314800000005
32488	0.11193708900000002
92264	0.014494894500000001
97315	0.014494894500000001
97138	0.016379474
56741	0.14552783200000002
56468	0.09353342040000001
30377	0.010343829700000001
75689	0.0152411132
5138	0.012223630899999999
85578	0.015609931400000002
55380	0.0158356906
3580	0.016109885000000004
10591	0.396929024
88829	0.047973572400000004
70378	0.0070657861300000005
90	0.050391761
93750	0.0048439853
65453	0.0034467213
61737	0.020715652199999997
28911	0.00697493435
92138	0.0200524248
10685	0.22165112000000003
33571	0.0055885493399999995
49343	0.021562737900000004
4517	0.0042544884
53438	0.009276838999999999
99859	0.15078884800000003
32053	0.0213636744
16232	0.0578414427
22891	0.007731994020000001
74363	0.023451565500000004
94834	0.0807207065
65943	0.005931019389999999
13210	0.0421427915
68229	0.0061396694100000005
48566	0.015218552400000002
65898	0.05954427820000001
30761	0.0071974731799999995
16577	0.11531918100000002
2199	0.0037479079100000002
48444	0.00555436872
6383	0.00548059511
25720	0.406391912
48748	0.15516343200000002
32834	0.0360755294
95341	0.0509221189
11303	0.04942114970000001
93680	0.242412852
75640	0.022247646100000004
21824	0.00351008665
87863	0.0212922438
91529	0.00606871831
83492	0.012871389400000002
31268	0.00752236486
29456	0.0063063087700000004
9701	0.005074913699999999
65824	0.042794050300000004
36430	0.005553247
79898	0.080394811
45378	0.007119593340000001
78550	0.0378112444
36893	0.005986588330000001
75895	0.0034107414800000004
88606	0.034503314300000004
7950	0.0033575661200000006
8	0.013222474900000001
83536	0.0150894869
12369	0.00421651336
75596	0.0052783723000000005
41788	0.0083210546
80986	0.029558562200000003
13796	0.0399463451
90765	0.08028515220000002
33061	0.0158696592
40589	0.18880640599999998
48944	0.00550312796
60974	0.13919541000000002
25143	0.0093017691
49038	0.344497958
11531	0.00460003103
69194	0.006626600400000001
96410	0.0176139309
37292	0.049471873
11498	0.00519926795
21027	0.0221690087
43287	0.031277851499999995
35842	0.007790135049999999
70508	0.01599951375
58516	0.0181868645
7429	0.00515953122
48060	0.027774474
76002	0.0175163443
36240	0.130891326
82972	0.127586486
70829	0.0357154601
77370	0.11914715700000002
79159	0.0267591234
99917	0.020447962899999998
96415	0.0101439289
64747	0.307115113
59205	0.00341602058
42001	0.023732019300000004
94042	0.00312783117
67719	0.0098571613
36941	0.0337783782
19611	0.082868533
53929	0.0033385857500000003
64935	0.0243386075
62928	0.0176803627
44644	0.00616792717
2165	0.019290029800000004
2750	0.00334948869
35075	0.0576282397
68184	0.0275062856
92660	0.09134435
48242	0.027867571600000002
41021	0.298874285
56158	0.53489642
36729	0.024930935600000002
53368	0.0467371909
16696	0.0188119681
39160	0.0079446221
57162	0.020759659899999998
94709	0.0367522308
99444	0.11032910500000001
65067	0.031171095500000003
76859	0.0102753299
46875	0.0105813685
82437	0.015167315050000001
11550	0.014487595700000001
69406	0.048931590100000005
48770	0.28921866799999996
77105	0.025964151500000004
65668	0.0060183395500000006
51565	0.0246435708
12791	0.0217184537
56302	0.0561232787
10490	0.054378375400000005
77007	0.005072846420000001
37917	0.045579612500000005
60045	0.06494949420000001
29380	0.077041279
73443	0.03615973770000001
94660	0.024338403900000003
71287	0.006370994940000001
31758	0.0182572203
94922	0.0225923398
28389	0.0171804744
21535	0.120304403
35849	0.0374655928
9438	0.004383189020000001
49102	0.005092876530000001
26352	0.00768417528
90045	0.0304937982
13997	0.00370282721
11701	0.013832977050000002
3029	0.36703481600000004
62771	0.00470924698
96766	0.00379043257
38961	0.0039930808400000005
66825	0.004469226
61841	0.005020307809999999
96999	0.044225053800000004
22004	0.006684685500000001
89338	0.0482983193
88454	0.046534829500000006
61027	0.938882298
94073	0.0038228478800000003
28952	0.00594779779
76570	0.0057622498300000016
11870	0.016843731200000003
666	0.0029573088500000006
11447	0.025380402099999998
68500	0.004519753390000001
42725	0.018514565999999996
2543	0.00668197504
74224	0.00507629981
98754	0.00763430045
39649	0.0029837786500000003
49388	0.0372407967
24189	0.027633589000000004
28125	0.0100617688
82672	0.058905507800000007
4920	0.006479614190000001
11279	0.063012381
55377	0.007493867060000001
1578	0.016540124649999998
28142	0.027098590800000003
38316	0.026465031700000002
84178	0.00391316068
82948	0.0222208138
32878	0.024083824900000002
97672	0.0041909379
17401	0.012254881700000001
40185	0.328377344
68573	0.038904537200000006
33759	0.024247191600000002
87859	0.0348498004
35348	0.23223425500000003
58823	0.020360721900000003
10805	0.004428234390000001
276	0.159528168
19071	0.008387056700000001
69525	0.0341156753
85647	0.006323658000000001
52284	0.006548529250000001
62370	0.119839593
50710	0.007866287440000001
15052	0.0425758217
33517	0.022656868500000003
74276	0.00719702321
69046	0.0025218010300000005
57857	0.013103997000000003
23401	0.0626467274
36386	0.012194756900000003
19019	0.01039192585
93592	0.014731448300000002
47237	0.051466402300000005
99282	0.029284414700000004
93754	0.03023841
72982	0.019486435000000003
92702	0.09095318050000001
47398	0.025986942100000004
78479	0.026088537300000006
53265	0.398247621
41455	0.00467390504
97618	0.00572996427
17163	0.0163081146
57297	0.0038093794
87784	0.0170303344
26658	0.0040754995
4089	0.018818754700000002
66227	0.036208054200000006
88839	0.027170032000000004
61795	0.00357586066
65485	0.0265434471
21787	0.06263276940000001
25219	0.005239418500000001
43685	0.00412183383
29039	0.0243806007
36191	0.011014748200000002
97459	0.051329498200000004
98820	0.016463037
93251	0.00583980186
539	0.0347462778
4435	0.031159102100000002
40245	0.0287364544
58111	0.0277510174
9218	0.020750498500000002
70372	0.0390998418
67809	0.010959026200000001
29922	0.026758045100000002
48607	0.0356751022
93044	0.445091213
57015	0.040614152
65894	0.0286094743
63690	0.0215465817
99644	0.029176157600000002
40069	0.00345273696
319	0.0823305589
80159	0.0199982104
64501	0.19497917
74750	0.0223573129
46675	0.0403319944
52836	0.004730937100000001
13769	0.006053248169999999
47012	0.005937325740000001
89057	0.0467570806
41132	0.005561887519999999
84414	0.013020788100000001
38313	0.0097247176
13734	0.0228411393
94064	0.05012382640000001
18380	0.0298500803
73316	0.010926407700000001
19126	0.00830335997
93353	0.00389201386
54085	0.06451527139999999
15633	0.019555347400000003
3640	0.004478399910000001
75967	0.00500460678
11451	0.0466145085
83560	0.381937864
8386	0.0166888847
39943	0.049682648100000004
49177	0.023836603600000002
43971	0.00505642534
56085	0.00178341169
72601	0.0335117567
71492	0.0182496157
71363	0.0176427749
39632	0.0311855002
29980	0.004409193929999999
26247	0.00399008721
16685	0.0067093099400000016
13334	0.0095015197
29338	0.005668882
68455	0.040743180000000004
87575	0.0319620837
16255	0.037880550900000004
12931	0.065028209
42811	0.0058184507
76215	0.0106555466
16194	0.030436347000000002
47558	0.012838966
2739	0.0037287221100000003
48660	0.0046640226100000005
68702	0.0372755201
22538	0.00801850256
652	0.00318346842
16628	0.005190451550000001
74306	0.00613354082
56264	0.00271464303
49318	0.044535277799999995
11349	0.06427946300000001
17041	0.11555349240000001
4003	0.0192946045
88902	0.0951014765
42643	0.006908415700000001
78741	0.0034106104800000004
19119	0.0232099344
45282	0.0052883084
19055	0.0618054636
13237	0.04313405260000001
28302	0.035778154500000006
5214	0.0245199166
11175	0.0235592829
80476	0.0271290713
59155	0.091736863
79867	0.10715872500000001
76397	0.19130295100000003
29194	0.142447194
2350	0.00303532524
82518	0.0693214812
12354	0.0091006609
31616	0.230438197
26793	0.136205782
93712	0.0593412896
32115	0.0064561882600000006
66182	0.103821228
64872	0.00266036011
54450	0.00383487058
83588	0.031701227000000005
91910	0.014358226400000002
73777	0.00786370276
66744	0.00523258148
6256	0.004138385980000001
21478	0.0330610915
58539	0.0240789577
34128	0.05469828040000001
50510	0.0366049782
88285	0.34629336
37567	0.0191343607
64169	0.1000775068
43508	0.032287947399999996
49224	0.08090250700000001
45538	0.025495694
63090	0.0209782919
77075	0.0166036819
75651	0.00834387125
62381	0.006160433040000001
90378	0.022820950700000002
38222	0.009365793300000001
50812	0.00546356305
73139	0.0198273809
15427	0.0935915632
47404	0.006300452570000001
87014	0.013452054500000001
7387	0.22267408700000002
63970	0.24117733
99470	0.005528187800000001
1985	0.017575460050000002
12991	0.0033197010700000006
22561	0.009104337
91395	0.0199755829
84123	0.027467757600000003
40465	0.006317235700000001
83408	0.0039911187700000005
75483	0.004143233830000001
53372	0.004786270840000001
94564	0.005601616959999999
14559	0.0036439125500000004
87999	0.00282657707
33634	0.00421963926
35638	0.00451324323
11700	0.0103455765
843	0.0745495526
49735	0.030750092900000005
30255	0.0204949967
39146	0.00680087322
33183	0.06131058290000001
88537	0.006964985920000001
35682	0.201451606
73510	0.0275479255
34782	0.0228479392
21852	0.0279169192
21618	0.170484185
78566	0.0049147159900000004
70291	0.007848908500000001
85859	0.007263946
97879	0.06966309100000001
5854	0.0034969941600000005
22306	0.0069373597199999994
76921	0.00794356295
56634	0.027492929300000003
56457	0.0287275511
45127	0.026551051399999998
61036	0.030147470600000004
87743	0.030789848700000004
42620	0.0075000026400000004
70431	0.003953972250000001
30743	0.0038627952300000004
48611	0.0058585655
40739	0.139941791
34251	0.00752636213
83630	0.00379367114
23631	0.00396582349
64335	0.022517040999999998
54465	0.0389760833
10033	0.025698884499999998
62277	0.023593772200000005
43718	0.009719484100000002
71051	0.006333836190000001
58309	0.0371929023
95142	0.00314337079
47885	0.00644166496
18475	0.050282864499999996
89987	0.027606819200000004
7928	0.0287294586
83047	0.00502247636
53958	0.0174452054
52152	0.28934523199999995
85121	0.29388274200000003
72931	0.005165094580000001
91636	0.007190292040000001
82643	0.010546020200000002
93109	0.00335882912
93691	0.00658485189
33717	0.00497144595
3739	0.00447021744
75653	0.0212983156
80454	0.0148122742
44168	0.027487619500000005
61567	0.00358498294
30153	0.0036448137800000006
24162	0.0044862596000000005
81143	0.079099478
61610	0.00834695643
60257	0.00237694791
90913	0.014539910100000001
64452	0.0695649564
18806	0.024980029299999998
98940	0.0628098757
5295	0.144167566
18041	0.0227448201
61338	0.09204585500000001
40881	0.11962855180000001
25024	0.10622364950000002
1043	0.0449192041
35698	0.031634500100000004
28693	0.10645711100000001
43436	0.0156665513
57117	0.073722995
12802	0.019062283600000004
91050	0.010841787299999999
36877	0.088795871
86598	0.0071852188
59271	0.168528142
99100	0.0682789794
90728	0.015312088000000001
17790	0.081804381
77615	0.15203070400000002
5840	0.0285130271
14550	0.240731898
63555	0.0129428451
1743	0.025186371800000003
74236	0.045394042700000005
52592	0.359668799
31619	0.01307569985
69904	0.01942804405
77674	0.01307569985
34363	0.012456467
5920	0.025363051600000006
72270	0.012614443800000003
16042	0.0153072437
90916	0.1123475575
29703	0.005373899690000001
35746	0.011383947600000001
61509	0.0409374153
29757	0.39043306600000005
91592	0.026452356700000002
26333	0.00639169633
31499	0.536877209
53385	0.037365150900000005
62747	0.160178275
59398	0.022788012600000004
31423	0.024652803900000003
61111	0.024652803900000003
24873	0.0237561178
13430	0.012244376800000002
97536	0.012698982000000001
12503	0.025960909100000002
55967	0.018712903
16991	0.0633916185
37494	0.029652087200000003
96691	0.288841248
30020	0.11282972
67688	0.015229870700000002
62499	0.012841228900000001
68467	0.028609453000000003
99208	0.09369301100000002
98409	0.0277543408
92798	0.013651799700000002
63381	0.09857196650000001
28266	0.0144940054
51806	0.05992064710000001
34841	0.0152411132
71245	0.0863049154
94072	0.0127729468
75028	0.015565207250000001
43106	0.013634252500000001
24645	0.041708669100000005
65270	0.016199882500000002
84299	0.018160046
73242	0.0166076764
40474	0.05977759790000001
99443	0.021486807600000005
84230	0.0582185615
23062	0.033581998200000004
36127	0.057107554000000005
82415	0.0158372524
63515	0.18388193
93744	0.032400114900000006
17047	0.0317806241
35061	0.00399977938
68639	0.0331395976
92457	0.014433530100000001
31165	0.0468767672
66604	0.07410134880000001
15320	0.04303831270000001
2692	0.0080487463
56234	0.00559886135
78393	0.0029944991300000006
49382	0.0030883692700000003
15509	0.00327453095
36906	0.00529420246
29631	0.012891074800000003
55944	0.019832390000000002
60663	0.0442114298
7481	0.0176001736
32296	0.065851449
2657	0.031013530200000004
91442	0.025290151400000002
48498	0.0160821743
29854	0.0076753248
67814	0.032354594800000004
81660	0.004390024730000001
73809	0.025735654600000005
90211	0.029421685700000002
74332	0.01382539065
52425	0.00680687795
32600	0.07226064800000001
54306	0.01379279015
26530	0.118531075
4349	0.0364094369
81522	0.0488669336
34387	0.0090045735
32746	0.00489711766
8081	0.0032301050100000004
93788	0.012724586000000001
53207	0.0094366091
56906	0.042527599099999994
39176	0.036924758
3271	0.07732198500000001
49227	0.0153362573
52770	0.024274834800000006
40425	0.9789570740000001
49791	0.028557229600000004
